,blueFirstBlood,blueKills,blueDeaths,blueGoldDiff,blueExperienceDiff,blueWardsPlacedDiff,blueWardsDestroyedDiff,blueAvgLevelDiff,blueAssistsDiff,blueTotalMinionsKilledDiff,blueTotalJungleMinionsKilledDiff,blueEliteMonstersDiff,blueDragonsDiff,blueHeraldsDiff,blueTowersDestroyedDiff,blueWins
7097,0,7,5,831,8,1,2,0.0,0,-4,-21,-1,-1,0,0,1
8410,1,11,6,3304,-85,-39,1,0.0,3,8,-2,1,1,0,1,1
6052,1,12,11,-48,482,20,-4,-0.20000000000000018,-6,48,-9,1,1,0,0,0
5347,0,6,8,-2565,-1593,-7,-1,0.0,-1,-28,-8,0,1,1,0,1
9441,1,10,7,1250,-226,2,-1,0.0,5,33,-11,0,1,1,0,0
2318,1,6,7,-405,437,22,-1,0.20000000000000018,-6,18,-11,1,1,0,0,1
1980,0,4,6,-2642,-1908,-4,-2,-0.6000000000000005,-2,-88,-8,-1,-1,0,0,1
6302,1,5,4,1192,836,-1,-1,0.39999999999999947,0,4,10,1,1,0,0,1
9545,1,7,6,-635,-1449,5,-3,-0.20000000000000018,-1,-49,-12,-1,-1,0,0,0
467,1,8,7,151,840,3,0,0.0,3,0,-8,2,1,0,0,0
5054,1,14,3,5885,4694,13,2,1.2000000000000002,17,69,-9,1,1,0,0,1
4688,1,5,1,2861,2287,2,1,0.6000000000000005,4,5,0,-1,-1,0,0,1
5982,0,2,10,-4770,-3411,-26,-1,-1.0,-5,-53,-26,-1,-1,0,0,0
6949,1,9,4,3634,2422,-6,-3,0.6000000000000005,9,12,4,0,0,0,0,1
4144,0,4,5,-433,445,5,0,0.0,-3,-9,7,-1,-1,0,0,0
6311,1,8,8,-1884,-2885,1,-3,-0.6000000000000005,4,-67,-18,1,1,0,0,0
2384,1,6,3,1545,1824,-3,2,0.39999999999999947,4,-17,37,-1,-1,0,0,1
1860,0,4,11,-2803,-1709,0,-1,-0.20000000000000018,-6,-3,19,-1,-1,0,0,0
8302,1,6,10,-1127,471,9,-2,0.20000000000000018,-3,0,18,2,1,0,0,1
2658,1,5,4,2319,135,1,1,0.20000000000000018,2,29,-19,-1,-1,0,1,0
6482,0,6,11,-708,387,3,-1,-0.20000000000000018,-3,41,12,-1,-1,0,0,0
9699,0,10,8,209,1647,-48,-1,0.6000000000000005,5,10,0,-1,-1,0,-1,0
7823,0,4,9,-1121,-858,-7,1,0.0,-2,10,4,-1,-1,0,0,1
7531,1,5,6,-450,-1721,0,0,-0.6000000000000005,1,-25,-3,-1,-1,0,0,0
375,0,8,14,-4245,-3073,-2,3,-0.5999999999999996,-8,-51,-8,-2,-1,1,0,0
2208,0,7,4,1595,-63,-27,-1,0.20000000000000018,8,-4,-21,-1,-1,0,0,1
1648,1,5,9,-5763,-4731,4,-2,-1.6000000000000005,-9,-48,-4,0,1,1,-2,0
7964,0,11,10,2460,498,-3,2,0.20000000000000018,-3,29,-16,-1,-1,0,0,1
1326,1,7,5,-51,373,-23,-1,0.20000000000000018,-2,-4,17,0,1,1,0,1
5136,0,1,4,-598,-1285,-1,3,0.0,-5,30,-18,-2,-1,1,0,0
1064,0,3,3,236,-37,0,-3,0.20000000000000018,-4,15,-4,-1,-1,0,0,1
1502,0,3,6,-1090,-1499,48,-15,0.0,0,5,-5,1,1,0,0,1
7710,0,4,7,-872,-432,-70,-3,0.0,-4,20,-13,-1,0,1,0,0
4517,1,11,5,2025,-460,17,-2,0.0,9,12,-4,1,1,0,0,1
4785,0,6,7,-2025,-1774,-38,0,-0.20000000000000018,-3,4,-22,-1,0,1,-1,0
3109,0,6,6,85,765,3,-1,0.20000000000000018,-5,3,15,1,0,0,0,0
6108,1,8,5,1890,1473,-53,0,0.39999999999999947,8,27,-9,1,1,0,0,1
6517,0,7,7,-2128,-1873,-3,-2,-0.6000000000000005,11,-22,-28,-2,-1,1,-1,0
1753,0,7,9,-938,-1180,-6,2,-0.20000000000000018,-3,6,-37,1,1,0,0,0
9816,0,5,11,-1516,391,69,0,0.20000000000000018,-7,-4,32,-1,-1,0,0,0
8222,1,5,2,2386,395,5,-1,0.0,1,64,-12,0,0,0,0,1
7527,0,8,6,258,762,-4,-1,0.20000000000000018,1,7,-4,-1,-1,0,0,0
1957,0,4,10,-1867,555,-4,2,0.0,-17,17,9,0,0,0,0,1
9087,0,7,12,-3032,-1859,2,0,-0.20000000000000018,-3,-50,5,0,0,0,0,0
2095,1,8,6,1192,779,5,1,0.20000000000000018,3,-11,4,0,0,0,0,1
35,0,3,4,-809,638,7,1,0.0,-1,17,2,-2,-1,1,0,0
253,1,10,6,2263,1634,9,4,0.39999999999999947,3,9,-8,0,-1,0,0,1
6166,1,5,7,-265,-2101,-1,2,-0.40000000000000036,3,-9,-37,1,1,0,1,0
7297,0,8,4,1436,1824,-30,2,0.6000000000000005,7,-16,-7,0,0,0,0,1
8637,0,8,5,3634,3559,-3,2,0.40000000000000036,2,65,22,0,0,0,0,1
4831,1,7,5,482,-670,2,1,-0.20000000000000018,5,-23,-12,1,1,0,0,0
5062,1,8,4,3206,1437,18,1,0.6000000000000005,5,70,-7,0,0,0,0,1
5717,0,8,5,2711,2160,-2,0,0.20000000000000018,12,1,32,2,1,0,0,1
6951,1,5,5,-1047,-1618,-1,0,-0.20000000000000018,2,-27,-9,0,0,0,0,0
1328,0,7,2,1945,2614,5,0,0.7999999999999998,2,29,16,0,0,0,0,0
8163,0,2,13,-6260,-3364,-23,1,-0.5999999999999996,-13,-69,18,0,0,0,0,0
3800,1,9,7,940,503,-7,3,0.0,6,4,-8,2,1,0,0,1
5838,1,5,5,-508,-1263,-21,3,-0.40000000000000036,-1,-22,8,1,1,0,0,1
8817,1,8,8,-1300,-1355,6,-1,-0.20000000000000018,1,-37,-20,-1,-1,0,0,0
6988,0,2,10,-5199,-3608,86,-2,-0.8000000000000007,-7,-81,3,-1,-1,0,0,0
7,0,5,13,-2615,-800,1,2,-0.1999999999999993,-8,52,-6,-1,-1,0,0,0
2393,0,7,3,1474,963,-3,0,0.6000000000000005,4,-16,-9,0,0,0,0,1
1022,1,3,6,-2127,-1619,17,0,-0.20000000000000018,-5,-35,-19,-1,-1,0,0,1
8067,0,9,4,4043,1803,2,4,0.40000000000000036,1,33,-3,1,0,0,1,1
7000,0,5,3,517,222,1,-2,0.20000000000000018,3,32,-29,1,1,0,0,1
5381,1,5,5,761,830,45,-1,0.20000000000000018,-1,0,3,-1,-1,0,0,0
2819,1,5,2,1723,1090,1,2,0.20000000000000018,1,14,-3,2,1,0,0,1
7401,0,3,8,-2247,-1501,-72,-2,-0.39999999999999947,-3,-3,-21,-1,-1,0,0,0
4650,0,8,1,5885,4652,-6,3,1.0,9,85,3,1,1,0,0,1
1904,1,7,5,936,386,37,-2,0.20000000000000018,5,-32,-11,0,-1,0,0,0
6528,0,7,9,47,-856,2,2,-0.20000000000000018,2,-16,7,0,0,0,0,1
6312,0,8,7,703,477,144,3,0.39999999999999947,-1,26,-20,-1,-1,0,0,1
2130,0,3,11,-4911,-2529,-29,-2,-1.0,-10,-65,6,-1,-1,0,0,0
4738,0,6,7,-932,-517,-2,1,0.0,4,-31,10,-2,-1,1,0,0
96,1,5,4,1626,747,-1,4,-0.20000000000000018,4,44,-14,-1,-1,0,0,1
7115,1,3,4,65,-273,10,0,0.0,-3,13,7,-1,-1,0,0,1
3699,0,3,14,-5316,-3648,-5,2,-1.2000000000000002,-14,-6,-4,0,0,0,0,0
4519,1,3,5,-1592,-2199,4,3,-0.40000000000000036,-3,-37,-1,1,1,0,0,1
3661,0,4,6,-1629,-287,-2,2,-0.20000000000000018,0,-31,24,1,1,0,0,0
4271,1,8,13,-1291,-1067,-2,-1,-0.40000000000000036,-10,-12,13,0,0,0,0,0
204,0,5,14,-4767,-5061,-2,1,-1.2000000000000002,-3,-71,4,1,1,0,0,0
7124,1,6,3,-24,-1070,-9,-3,-0.20000000000000018,3,-58,2,0,0,0,0,0
227,0,12,4,4003,2566,-4,2,0.40000000000000036,6,40,0,-1,-1,0,0,1
4460,1,8,7,684,167,7,-1,0.20000000000000018,7,28,-14,0,0,0,0,1
1354,0,6,7,-689,-1431,-6,1,-0.40000000000000036,0,-15,-4,1,1,0,0,1
9007,0,5,5,913,14,-1,2,0.20000000000000018,3,41,-3,1,0,0,0,1
24,0,6,9,-1020,493,15,0,0.20000000000000018,-3,11,9,0,0,0,0,1
7845,0,4,8,-2642,-2116,-18,0,-0.40000000000000036,-3,-19,-9,0,0,0,0,0
4479,0,2,6,-3220,-4094,39,-2,-1.0,-6,-70,0,-1,0,1,0,0
3616,1,9,7,2561,1875,4,1,0.40000000000000036,2,24,11,0,0,0,0,0
8075,1,4,6,-1711,-1406,5,-1,-0.40000000000000036,-1,-19,-16,-1,-1,0,0,0
3522,0,4,9,-1167,-1265,19,-6,-0.20000000000000018,-4,38,-2,0,0,0,0,0
2359,1,7,8,106,-462,3,1,-0.6000000000000005,1,32,-4,1,1,0,0,1
7979,1,10,8,563,442,2,0,0.0,1,14,14,1,0,0,0,1
162,1,8,3,3049,1511,0,-2,0.20000000000000018,7,1,5,2,1,0,0,1
3745,1,11,7,2616,3108,-1,3,0.8000000000000007,-1,30,13,-1,-1,0,0,1
3472,1,7,1,2704,1740,-1,3,0.6000000000000005,9,27,-21,-1,-1,0,0,1
6975,0,8,11,-1412,-405,0,-2,0.0,-10,-22,12,-1,-1,0,0,1
9108,1,6,9,-927,-200,1,2,0.20000000000000018,-2,-12,6,0,-1,0,0,1
9553,0,6,3,3917,2196,39,18,0.5999999999999996,3,44,7,2,1,0,1,1
9276,1,8,3,2774,1134,-24,-2,0.40000000000000036,10,8,4,-1,-1,0,0,0
5429,1,9,4,1518,-5,1,1,0.0,6,6,-16,-1,-1,0,0,1
1445,1,9,4,2247,1668,-3,3,0.39999999999999947,8,-1,10,1,1,0,0,1
4433,0,9,8,-978,-1076,-17,-1,-0.20000000000000018,-3,-2,-12,0,0,0,0,1
6664,1,3,8,-2414,-959,-1,-2,0.20000000000000018,-10,-28,0,0,0,0,0,0
9865,0,4,7,-1461,-69,19,1,0.0,-7,8,4,-1,-1,0,0,1
8085,1,6,7,-74,-482,-16,0,-0.20000000000000018,-7,24,-5,2,1,0,0,0
7175,1,9,5,2763,1667,4,1,0.40000000000000036,1,36,3,-1,-1,0,0,1
2179,1,5,4,812,237,1,-4,0.1999999999999993,-2,4,0,0,0,0,0,1
5701,0,4,4,-425,-284,1,1,0.0,0,-4,7,-1,-1,0,0,0
616,0,3,4,186,-273,-22,-5,-0.40000000000000036,0,9,-3,0,0,0,0,0
6087,0,5,7,-2060,-2850,-3,0,-0.7999999999999998,6,-42,-3,1,1,0,0,0
9440,0,7,2,2481,2112,0,0,0.0,5,11,4,1,1,0,0,1
1311,0,5,9,-2354,-1337,-4,-1,0.0,-4,-27,13,0,-1,0,0,0
7497,1,3,7,-2607,-2125,-7,0,-0.40000000000000036,-5,-14,0,1,1,0,0,1
9337,0,6,8,-1492,-1925,1,-1,-0.6000000000000005,2,-52,-3,-1,-1,0,0,1
1209,0,2,6,-2185,-2480,2,1,-0.40000000000000036,-1,-24,-22,-1,-1,0,0,0
409,1,3,7,-2025,-2448,-5,-3,-0.6000000000000005,-4,-18,-17,-1,-1,0,0,1
6298,0,7,8,-1502,-429,0,1,0.0,-5,-21,-4,-2,-1,1,0,0
9634,1,6,0,4232,1501,-26,0,-0.20000000000000018,9,8,3,0,0,0,0,1
9311,0,5,4,956,1998,2,0,0.20000000000000018,3,36,5,0,0,0,0,1
2570,1,4,2,2210,2411,14,3,0.8000000000000007,1,18,32,1,1,0,0,1
5529,1,12,10,186,-741,3,0,-0.20000000000000018,9,-6,-6,0,1,1,0,0
963,1,4,9,-855,227,56,-1,0.0,-6,26,7,0,-1,0,0,1
8581,0,5,8,-1668,-866,-1,-1,-0.6000000000000005,-8,27,-4,1,1,0,0,1
2586,0,4,8,-444,-184,-16,-4,-0.20000000000000018,-5,15,14,1,1,0,0,1
5406,1,10,3,3848,2704,5,0,0.6000000000000005,9,35,7,2,1,0,0,1
9455,0,2,8,-1635,-1544,-2,-2,-0.20000000000000018,-11,12,-13,-2,-1,1,0,0
472,1,11,8,818,-165,-48,0,0.0,4,46,-7,1,1,0,0,1
7803,0,0,3,-975,334,0,0,-0.20000000000000018,-5,37,16,-1,-1,0,0,0
9569,0,3,7,-1429,1040,-48,-1,0.5999999999999996,-4,31,16,0,0,0,0,1
9269,1,5,8,-89,-953,-4,4,0.0,1,20,-9,-1,-1,0,0,0
9558,0,8,7,399,-182,1,3,0.0,3,-21,-16,0,-1,0,0,1
2037,0,9,5,2599,3321,-4,1,0.7999999999999998,5,27,6,1,1,0,0,1
9004,1,5,0,2813,1222,3,1,0.40000000000000036,4,13,3,1,1,0,0,1
4342,0,3,5,-745,-1826,-27,2,-0.20000000000000018,-1,34,-22,2,1,0,0,0
9067,0,4,13,-3948,-4655,-3,1,-1.4000000000000004,-2,-85,-24,0,-1,0,0,0
4079,0,7,5,2613,1450,0,-2,0.5999999999999996,5,8,6,-1,-1,0,0,0
9551,0,19,4,7154,6032,3,0,1.4000000000000004,17,45,7,0,1,1,0,1
4320,1,5,5,-226,-262,-2,-1,0.0,-6,-16,-8,0,-1,0,0,1
4228,1,7,6,1453,-254,-2,0,0.0,5,39,-1,0,0,0,0,0
1020,0,9,8,225,787,89,2,0.20000000000000018,-6,10,-10,0,0,0,0,0
6031,0,4,7,-1806,-226,0,2,-0.20000000000000018,-9,11,-9,-1,-1,0,0,1
8110,0,6,9,-1128,-2710,-7,0,-0.6000000000000005,3,-1,-28,-1,-1,0,0,0
1773,0,7,9,-575,-1680,4,-1,-0.20000000000000018,1,-29,19,1,1,0,0,0
1384,1,17,1,6783,4718,-1,2,1.2000000000000002,21,49,-15,1,1,0,0,1
2640,1,5,3,968,715,-5,3,0.0,3,13,1,-1,-1,0,0,0
7687,0,5,7,-1740,-916,-7,2,-0.20000000000000018,-4,-34,-12,-1,-1,0,0,0
2705,0,13,8,468,302,-1,1,0.0,3,-33,-12,1,1,0,0,0
883,0,7,7,-396,481,6,2,0.40000000000000036,2,-15,6,-2,-1,1,0,1
363,1,5,8,-1963,-1151,0,-1,-0.40000000000000036,-6,2,4,-1,-1,0,0,0
8034,1,6,8,-414,-601,-146,-1,-0.20000000000000018,-2,-10,0,1,1,0,0,0
1435,0,8,4,2294,1383,2,-1,0.39999999999999947,5,18,-19,1,1,0,0,1
7827,1,3,3,446,429,-3,0,0.40000000000000036,0,23,-20,0,0,0,0,1
1917,0,4,6,-1262,614,5,-1,0.20000000000000018,-2,-10,-15,1,1,0,0,0
1881,0,6,10,-1664,-602,4,-2,-0.40000000000000036,-6,4,-1,-1,-1,0,0,1
7110,1,4,2,925,-400,7,-1,-0.39999999999999947,2,27,-11,0,0,0,0,1
5167,1,4,4,-1254,-956,-24,0,-0.20000000000000018,-2,-42,-4,-2,-1,1,0,0
1076,0,5,5,213,-583,-14,0,0.20000000000000018,3,-16,-9,0,0,0,0,1
1068,1,4,5,-1077,-2560,3,-1,-0.6000000000000005,4,-18,-37,0,0,0,0,0
9633,1,8,9,-233,-754,-22,-3,-0.20000000000000018,-5,-3,14,0,1,1,0,0
9039,0,4,9,-1515,-4,13,-2,0.0,-8,10,5,-2,-1,1,0,0
3436,1,5,6,-412,-609,0,0,0.0,0,-14,21,0,-1,0,0,1
2141,1,4,1,1169,564,6,0,-0.20000000000000018,2,29,-28,-1,-1,0,0,1
6763,0,5,5,-175,-624,7,-1,-0.40000000000000036,-3,16,-11,-2,-1,1,0,0
9740,0,2,11,-5751,-4242,-48,15,-0.7999999999999998,-10,-57,-1,-1,-1,0,0,0
4836,1,2,11,-3678,-3234,0,1,-1.0,-7,-28,0,-1,-1,0,0,0
6213,0,4,7,-3152,-2754,-23,2,-0.7999999999999998,-2,1,-48,-1,-1,0,0,0
2684,0,8,7,-414,-47,1,1,0.20000000000000018,7,-13,-8,2,1,0,-1,1
3381,0,4,6,-1870,-71,19,0,0.0,-2,1,-5,-1,-1,0,0,1
4415,1,5,4,465,632,-27,1,0.40000000000000036,0,43,-9,-2,-1,1,0,0
3510,0,3,4,-741,-637,-1,-2,-0.20000000000000018,-3,-13,1,-1,-1,0,0,0
5346,1,4,4,-1555,-1025,15,3,-0.20000000000000018,1,-2,-1,0,1,1,-1,0
2549,0,9,9,-532,298,-3,-1,0.0,4,-14,-2,2,1,0,0,1
8623,1,7,7,267,162,-4,0,0.0,-1,11,-5,-2,-1,1,0,0
90,1,7,11,-3689,-4682,48,11,-0.7999999999999998,-4,-22,-34,-1,-1,0,0,0
7587,0,4,11,-1874,-1182,-39,-2,-0.20000000000000018,-4,32,4,-1,0,1,0,0
958,1,11,6,1775,-5,-18,0,0.0,9,-1,-15,0,0,0,0,1
5015,1,3,7,-1725,-2004,31,-5,-0.20000000000000018,1,-28,0,-1,-1,0,0,1
3897,0,4,5,-1814,-2306,22,1,-0.40000000000000036,1,-38,-36,-1,-1,0,0,0
8201,1,10,5,2301,667,17,0,0.20000000000000018,6,16,-19,-1,-1,0,0,1
3631,1,6,2,2404,1129,-77,-1,0.20000000000000018,4,8,-5,2,1,0,1,1
7295,0,3,7,-2560,-1275,-26,-1,-0.40000000000000036,-3,-3,-35,-1,-1,0,0,1
6154,0,3,9,-2034,-1071,-1,-3,-0.20000000000000018,-13,0,13,1,1,0,0,0
3584,0,6,10,-1015,-1031,3,-3,-0.20000000000000018,1,26,-8,0,0,0,0,0
3095,1,4,0,1629,677,-23,2,0.0,3,-35,1,1,1,0,0,1
6867,1,7,5,-488,-1312,1,3,-0.40000000000000036,2,-51,8,1,1,0,0,1
6714,1,9,2,2410,1034,11,3,0.6000000000000005,8,-14,-15,1,1,0,0,1
9240,0,4,11,-2597,-1718,-5,0,-0.5999999999999996,-7,-26,-2,-1,-1,0,0,1
9047,1,14,5,4483,3132,-2,-1,0.5999999999999996,4,37,-3,1,1,0,0,1
565,0,2,5,-2820,-2751,-3,0,-0.8000000000000007,3,-52,-27,-1,-1,0,0,0
7614,1,3,4,-688,-1113,0,-4,-0.20000000000000018,0,-33,5,1,1,0,0,0
9425,1,7,4,2348,1047,-2,1,0.6000000000000005,6,18,15,1,1,0,0,1
6604,0,6,6,-16,-467,-3,2,-0.20000000000000018,7,-36,9,1,1,0,0,1
7335,1,4,10,-4659,-3884,-4,0,-0.8000000000000007,-10,-67,-12,-2,-1,1,0,0
2305,1,9,9,-898,-939,2,0,-0.40000000000000036,-3,2,-8,-2,-1,1,0,0
8758,0,5,9,-1711,-1086,-5,0,0.0,-5,42,-12,-2,-1,1,0,1
5520,0,9,4,3158,2594,3,-1,0.6000000000000005,-2,68,-9,0,-1,0,0,1
6082,0,2,8,-2524,-376,0,0,0.0,-4,-24,7,1,1,0,0,1
2374,0,8,11,-2683,-1320,-8,1,-0.6000000000000005,-8,-20,-14,0,1,1,0,0
6247,0,8,5,1280,370,36,-1,0.1999999999999993,7,-42,2,2,1,0,0,0
3398,1,7,6,860,284,-1,1,-0.20000000000000018,-1,5,7,1,1,0,0,1
2838,1,8,7,409,-292,1,-1,-0.20000000000000018,2,-28,-4,-1,-1,0,0,0
6158,0,4,9,-2627,-4080,-20,1,-1.2000000000000002,0,-18,-6,0,1,1,0,0
2289,1,3,4,460,-952,5,-3,-0.39999999999999947,-6,-7,20,-1,-1,0,0,1
6580,1,6,2,1755,717,-17,-3,0.0,6,2,-1,-1,-1,0,0,1
6805,1,7,8,-535,1397,1,-1,0.40000000000000036,-2,2,9,-1,-1,0,0,1
4509,0,7,10,-793,606,14,0,0.0,-2,-20,12,1,1,0,0,0
780,1,13,6,4688,983,1,0,0.0,9,48,-12,1,1,0,1,1
1966,0,2,4,-2168,-1356,1,-2,-0.20000000000000018,-4,-4,-16,-1,-1,0,0,1
4264,1,4,1,2875,3035,-2,1,0.7999999999999998,4,39,16,1,1,0,0,1
3038,1,8,6,2957,2549,-32,1,0.5999999999999996,7,33,12,1,1,0,0,1
5991,0,4,5,-736,-1526,-4,4,-0.40000000000000036,1,-18,9,-1,-1,0,0,1
6876,1,7,8,485,219,1,0,0.20000000000000018,-3,14,47,1,1,0,0,1
9220,1,10,6,1864,1877,-1,0,0.8000000000000007,1,33,-20,-1,-1,0,0,1
6493,0,7,7,-571,-932,-1,1,-0.40000000000000036,1,-36,-12,-1,0,1,0,0
521,0,5,4,930,275,1,-1,0.0,-2,47,-6,0,0,0,0,1
1758,1,4,1,693,-204,3,0,0.0,2,26,-7,2,1,0,0,1
424,0,8,12,-3563,-1320,4,-1,-0.20000000000000018,-11,-16,-20,-1,-1,0,0,0
7588,0,3,6,-1854,-817,7,1,-0.20000000000000018,-3,6,4,-2,-1,1,0,0
4400,1,4,4,1559,814,22,-17,0.40000000000000036,-3,70,-1,1,1,0,0,0
817,1,9,1,4796,3112,-1,2,0.7999999999999998,13,48,-1,0,0,0,0,1
5903,0,4,2,755,-289,-3,2,0.0,1,-15,-5,-1,-1,0,0,1
5445,1,2,5,-1866,-1885,3,2,-0.6000000000000005,-2,-33,7,1,1,0,0,0
1171,0,6,8,-1112,-942,2,-2,-0.40000000000000036,-3,-17,-8,0,0,0,0,0
4793,0,5,6,-33,-559,7,0,-0.40000000000000036,-5,8,5,2,1,0,0,0
6017,1,7,2,2248,3163,8,1,0.7999999999999998,2,25,3,0,0,0,0,0
4496,0,5,3,1245,686,1,-1,0.0,5,16,-18,1,1,0,0,1
5277,0,6,1,3734,2743,-5,1,0.5999999999999996,2,28,4,2,1,0,1,1
4227,0,6,14,-3235,-2207,-10,2,-0.20000000000000018,-2,-7,8,-2,-1,1,0,1
2828,0,2,12,-5571,-2139,18,-14,-0.40000000000000036,-14,-45,4,-2,-1,1,0,0
5734,1,11,9,2249,2480,5,2,0.40000000000000036,5,12,8,1,1,0,0,1
9142,0,6,5,-693,-919,-1,1,-0.20000000000000018,-1,-31,-3,1,1,0,0,0
4469,1,10,7,1269,788,7,0,0.0,7,4,16,0,0,0,0,1
9112,0,7,15,-4552,-4208,1,-2,-1.0,-9,-45,-8,-1,-1,0,0,1
7404,1,10,5,4235,3554,1,1,0.5999999999999996,4,67,-4,1,1,0,0,1
6666,0,3,8,-2341,-2034,-3,0,-0.6000000000000005,-6,7,2,1,1,0,0,1
4187,1,6,6,1870,1167,-3,3,0.40000000000000036,5,41,17,0,1,1,0,1
2665,0,11,9,1139,1170,3,4,0.20000000000000018,3,3,1,1,1,0,0,1
1299,0,3,7,-2681,-834,24,-1,0.40000000000000036,-6,4,-13,-1,-1,0,0,0
3133,1,6,7,-27,-1847,-73,0,-0.5999999999999996,-3,6,7,-1,-1,0,0,0
9341,1,6,5,1128,-45,-5,1,-0.20000000000000018,5,-19,4,0,-1,0,0,1
7370,1,9,3,2185,1440,32,17,0.40000000000000036,4,18,8,1,1,0,0,1
4290,0,4,12,-3279,-1466,1,-1,-0.40000000000000036,-11,-29,-5,-1,-1,0,0,0
6860,0,2,6,-1409,-16,1,0,0.0,-1,-20,2,1,1,0,0,0
1309,1,3,8,-1964,-3710,-8,0,-1.0,-4,-17,-21,-1,-1,0,0,0
7055,0,8,6,339,876,-3,1,0.1999999999999993,1,-11,15,0,0,0,0,0
6396,0,6,10,-3222,-1976,4,-2,-0.40000000000000036,-4,-61,-6,-1,-1,0,0,0
4735,1,5,8,-2332,-2671,0,1,-0.5999999999999996,-1,-28,-14,0,0,0,0,0
195,1,6,6,1917,-179,3,2,-0.40000000000000036,2,16,3,0,-1,0,0,1
7170,0,6,9,-2399,-1527,0,1,-0.6000000000000005,-2,-24,2,1,1,0,0,0
8213,0,5,6,-1219,-759,-92,-4,-0.20000000000000018,-5,-18,-11,0,-1,0,0,0
2765,1,10,3,3523,1757,1,4,0.8000000000000007,9,16,-12,-1,-1,0,0,0
6133,0,8,6,370,92,-18,-2,0.0,3,14,-16,-1,-1,0,0,1
1548,0,4,8,-1624,-2019,-1,1,-0.8000000000000007,-4,15,-19,0,-1,0,0,1
4862,0,5,11,-1943,-1582,-43,-1,-0.40000000000000036,0,-2,-6,-1,-1,0,0,0
7416,1,9,3,4526,2759,4,-3,0.5999999999999996,3,59,40,2,1,0,0,1
2183,0,3,6,-2967,-3336,21,1,-0.6000000000000005,0,-75,-7,1,1,0,0,0
2690,1,6,10,-3996,-3131,18,-5,-1.0,-4,-31,-46,0,-1,0,0,0
6769,1,9,1,5492,4505,10,3,1.0,11,68,11,-1,0,1,0,1
6150,1,6,7,-399,-868,-2,-1,-0.40000000000000036,-2,-8,4,-1,-1,0,0,0
7987,0,6,10,-2461,-1828,21,0,-0.40000000000000036,-7,-19,-15,-1,-1,0,0,1
6439,0,6,10,-1467,-1504,56,0,-0.6000000000000005,-5,12,-4,1,1,0,0,1
2165,0,3,5,-1519,-1284,15,4,-0.6000000000000005,1,-29,1,0,0,0,0,0
3974,0,4,13,-5945,-2122,-3,-2,-0.40000000000000036,-14,-37,-7,0,0,0,0,0
8326,0,7,7,436,-475,0,-2,-0.39999999999999947,3,22,5,1,1,0,0,0
8057,1,3,2,1443,-453,-4,-1,-0.20000000000000018,-1,26,-8,1,1,0,0,0
3869,0,9,5,1773,1953,67,1,0.7999999999999998,-1,2,6,2,1,0,0,1
7604,0,9,5,1782,2856,11,-1,0.40000000000000036,-2,29,20,0,-1,0,0,0
1107,1,6,3,2234,1606,64,1,0.20000000000000018,1,26,0,0,-1,0,0,0
5338,0,7,7,-6,1004,0,1,0.20000000000000018,-2,38,4,-2,-1,1,0,0
9244,0,3,5,-1092,-324,1,14,0.0,-5,-10,4,0,0,0,0,0
8174,1,6,3,2717,2815,1,1,0.5999999999999996,0,51,1,0,0,0,0,1
4684,0,3,9,-4690,-3429,58,-4,-0.8000000000000007,-7,-53,-16,-1,-1,0,0,0
5860,1,4,6,-1633,-2918,-4,-1,-0.6000000000000005,0,-18,-11,-1,0,1,0,1
4931,0,14,8,1693,1287,10,-3,0.40000000000000036,6,-18,13,1,1,0,0,0
2615,1,4,10,-3584,-3248,65,-1,-1.1999999999999993,-3,-55,1,-1,-1,0,0,0
7210,0,1,6,-1887,-587,0,-1,-0.40000000000000036,-9,7,5,-1,-1,0,0,0
8710,0,8,3,3770,1556,-22,2,0.20000000000000018,7,37,-19,-1,-1,0,0,1
146,0,4,11,-885,-2172,-21,2,-0.6000000000000005,-10,16,4,0,-1,0,1,1
2301,0,7,4,1897,1014,2,0,0.20000000000000018,9,29,31,0,0,0,0,1
2930,1,6,10,-545,-1102,69,-3,0.0,-4,1,10,-1,-1,0,0,1
1765,1,9,6,2197,233,0,-2,-0.40000000000000036,7,-18,24,-1,-1,0,0,1
6646,1,10,5,1879,-344,-1,2,0.0,9,-16,4,1,0,0,0,1
2527,1,8,2,4387,3411,-26,13,0.6000000000000005,7,66,-12,1,1,0,0,1
4245,1,9,10,-1534,-1073,1,0,0.0,1,-20,-15,0,0,0,0,0
8826,0,5,9,-2755,-869,-6,2,0.0,-9,-24,-1,1,1,0,0,1
167,1,7,7,-93,-561,-23,1,-0.20000000000000018,-3,-2,2,-1,-1,0,0,0
1370,1,9,4,2477,1105,2,2,0.0,10,1,5,0,0,0,0,1
4132,0,4,6,-468,-581,4,-1,-0.20000000000000018,1,2,4,-2,-1,1,0,0
7031,0,6,9,-815,-699,2,2,0.20000000000000018,-1,-7,19,1,1,0,0,0
2181,0,4,3,938,2052,37,1,1.0,2,40,2,1,1,0,0,1
4758,0,4,5,695,1686,-2,1,0.20000000000000018,-3,38,29,1,1,0,0,0
7495,0,3,5,-2631,-1358,1,-2,-0.6000000000000005,-10,-10,-10,1,1,0,0,1
9175,0,7,6,-1846,-1362,-23,0,-0.20000000000000018,5,-33,24,0,1,1,-1,0
