blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWardsPlaced,redWardsDestroyed,redAssists,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,blueWins
37,4,0,19,3,25,0,0,1,23278,7.8,22125,240,48,15,3,7,0,0,0,14611,6.2,14480,189,46,1
20,4,1,15,6,12,0,0,0,18863,7.2,18943,195,52,38,4,4,0,0,0,16074,7.0,18358,192,52,0
35,3,1,6,2,9,1,0,0,16501,6.6,18428,221,44,15,1,1,0,0,0,13740,6.6,16769,201,40,1
15,3,0,6,12,5,0,0,0,15794,6.8,17285,192,49,18,2,11,1,0,1,20443,7.4,19199,213,47,0
15,4,0,4,4,5,1,0,0,16180,7.0,18032,210,68,14,3,2,0,1,0,15704,6.8,17932,232,56,1
18,4,0,8,10,8,0,0,0,16996,6.8,18052,227,44,19,4,13,0,0,0,18061,6.8,17426,216,30,0
27,3,1,9,1,12,1,0,0,18329,7.6,20471,225,63,38,2,0,0,0,0,13356,6.8,17297,199,36,1
17,6,1,2,1,1,0,1,0,14702,6.6,16741,244,43,22,3,1,1,0,0,14053,6.8,16672,214,42,1
23,4,0,3,5,2,1,0,0,15213,6.8,17861,252,47,17,4,3,0,0,0,15601,7.0,18186,209,62,1
14,2,0,9,10,9,0,1,0,17840,7.2,19273,226,45,16,3,9,1,0,0,18199,7.0,18489,207,50,1
18,1,0,7,5,2,0,0,0,15533,7.0,17431,186,48,50,2,9,1,1,0,15386,6.6,16849,180,44,0
21,4,0,11,3,14,1,0,0,18293,7.2,19481,218,52,19,5,4,0,0,0,15608,7.0,18330,228,55,1
17,1,0,2,2,1,0,0,0,15831,7.4,19463,271,64,12,3,0,1,0,0,14697,7.0,18303,238,61,0
13,6,1,13,3,19,1,0,2,21872,7.2,19671,225,36,14,0,3,0,0,0,14468,6.2,14515,169,50,1
13,3,0,7,5,7,0,0,0,16514,7.2,18198,211,52,14,2,3,1,0,0,15282,6.6,16840,215,48,0
24,2,1,6,5,6,0,0,0,15871,6.6,17106,195,45,14,2,6,1,0,0,16116,7.0,17384,221,45,1
17,5,0,7,4,8,1,0,0,17863,7.4,19967,257,39,13,2,5,0,0,0,14754,6.4,16960,204,44,1
18,2,0,6,7,7,1,0,0,16527,6.6,16322,229,40,94,3,11,0,0,0,16433,6.8,16809,190,37,1
12,3,0,4,7,3,1,0,0,15586,7.0,18599,229,52,24,0,7,0,0,0,17363,7.2,18547,244,49,1
14,4,1,5,5,4,1,0,0,15885,6.6,16411,213,54,35,1,5,0,0,0,16393,7.0,17674,235,46,1
16,1,1,2,6,0,0,0,0,14072,6.6,16596,207,56,37,1,7,1,0,0,16258,7.0,17689,210,54,0
20,3,0,10,6,11,1,0,0,18079,7.2,18997,215,48,15,1,3,0,0,0,16959,7.0,18987,226,64,1
14,1,0,8,8,7,0,0,0,16072,6.6,16342,214,42,21,2,12,1,0,0,17319,6.6,17177,229,41,1
14,1,0,2,3,2,1,1,0,16394,7.4,20016,264,85,13,3,1,0,0,0,14947,6.8,18263,227,54,1
17,3,1,8,7,9,0,0,0,17164,7.0,18932,222,55,17,0,7,0,0,0,16639,6.8,18030,215,55,0
18,3,0,4,7,2,0,0,0,15046,6.6,17140,208,48,37,4,5,1,0,0,16254,7.0,17754,227,44,0
21,6,0,7,4,11,0,0,0,17012,7.0,17924,226,35,48,7,3,1,0,0,15417,6.8,17987,230,56,1
13,6,1,9,2,12,0,0,0,17440,7.0,18112,213,36,44,1,1,0,0,0,14018,6.8,17021,216,56,0
14,2,1,3,7,4,1,0,0,15315,6.8,17144,210,50,15,2,7,0,0,0,17793,7.2,19280,231,60,0
14,3,1,5,5,5,1,0,0,16267,7.0,17908,247,60,18,0,5,0,0,0,16061,6.8,18272,228,54,0
15,6,1,5,2,9,0,0,0,16113,7.0,18642,236,53,21,4,4,1,0,0,14836,6.8,17285,221,54,0
41,2,0,5,5,8,0,0,0,15675,6.4,16501,218,39,12,2,7,1,0,0,15126,6.6,16277,170,36,0
14,3,0,7,5,7,0,0,0,16291,7.2,18127,227,39,16,1,7,0,0,0,15818,6.6,16546,220,32,1
19,3,0,6,10,12,1,0,0,15693,6.6,16140,177,36,16,2,17,0,0,0,18487,7.2,18828,237,57,0
17,3,1,9,6,8,0,1,1,18758,7.2,18617,228,44,15,3,6,0,0,0,16621,6.8,18127,234,52,1
13,1,0,9,7,10,0,0,0,16017,6.8,17022,182,34,14,2,3,1,0,0,16075,6.8,17009,228,37,0
14,0,0,5,9,3,0,0,0,14964,6.6,17465,196,48,15,0,6,1,1,0,18189,7.4,19170,249,67,0
21,1,1,8,7,13,0,0,0,17212,7.0,17919,227,41,14,2,6,0,0,0,16528,6.8,17752,199,55,1
17,4,0,5,11,5,1,0,0,16280,6.6,17350,199,48,15,3,15,0,0,0,18478,7.2,18983,188,46,0
16,2,1,7,7,13,1,0,0,16034,6.6,16642,199,40,14,1,12,0,0,0,16788,6.8,17371,224,50,0
11,3,1,9,4,10,1,0,0,17555,6.8,17779,223,56,14,3,4,0,0,0,14680,6.4,16393,196,44,1
13,0,1,7,8,7,0,0,0,16561,7.0,17480,201,60,14,2,9,1,1,0,17080,7.0,18123,228,52,0
15,2,1,10,4,11,1,1,0,17816,6.8,18684,202,58,16,5,6,0,0,0,15863,7.0,17190,224,41,0
57,3,1,5,4,5,1,0,0,15965,7.0,18534,208,52,16,3,5,0,1,0,15240,6.8,16761,202,40,1
10,0,0,5,8,2,0,0,0,15913,6.8,18220,225,46,16,1,6,1,0,0,17004,7.2,19112,208,66,0
17,1,0,4,9,2,0,0,0,15445,6.6,17280,222,51,11,6,6,0,1,0,17220,7.4,19978,228,38,0
16,5,1,6,3,6,1,0,0,16928,7.2,18438,236,52,18,3,0,0,0,0,15857,7.2,18473,254,71,0
15,1,0,8,6,9,0,0,0,16112,6.6,16844,201,32,29,3,7,1,0,0,15836,6.6,16467,167,57,0
11,1,1,5,6,5,0,0,0,15978,6.8,17338,225,50,15,2,7,0,0,0,15523,7.0,18476,191,40,0
17,4,0,5,5,3,1,1,0,16344,7.2,19071,227,64,17,2,3,0,0,0,15176,6.8,16779,206,38,1
15,0,1,10,10,8,0,0,1,18544,6.4,17072,182,60,39,2,11,1,0,0,17484,6.8,17065,174,36,0
16,5,0,3,7,4,0,0,0,15396,6.6,16586,218,36,21,3,7,0,1,0,16589,6.8,17429,238,36,0
12,2,0,8,9,7,1,1,1,18790,7.2,18604,224,48,72,4,13,0,0,0,17064,7.2,18800,195,51,1
14,4,0,6,10,9,0,0,0,14711,6.4,15177,154,45,17,2,11,1,0,0,16974,6.8,17332,196,40,1
15,1,1,7,9,8,0,0,0,17543,7.2,19187,236,47,13,4,7,1,0,0,17339,7.2,19531,237,43,0
16,2,1,11,6,8,0,1,0,18045,7.4,20275,227,55,15,6,10,0,0,0,15398,6.6,17071,203,35,1
14,3,1,6,6,7,1,0,0,16620,6.8,16713,212,52,18,3,6,0,1,0,15464,6.6,16545,200,39,1
19,6,0,4,5,5,1,0,0,16331,7.2,18927,246,60,18,5,8,0,0,0,16793,6.8,18385,273,49,1
20,7,1,11,2,16,0,0,0,19770,7.2,19116,232,48,16,3,2,1,1,0,14650,6.4,15979,191,64,1
22,3,1,10,3,8,1,1,0,19082,7.2,18868,231,60,13,5,2,0,0,0,13691,6.2,16272,176,48,1
15,0,1,7,8,3,0,0,0,16058,7.0,17194,200,49,14,1,5,1,0,0,16593,6.6,15797,198,40,1
19,1,0,5,6,3,1,0,0,14820,6.4,16224,167,47,17,4,10,0,0,0,16491,6.8,17324,223,52,1
16,3,1,8,1,11,0,1,1,18976,7.2,19176,259,49,20,2,0,1,0,0,14066,6.6,16603,224,43,1
33,2,1,9,4,8,0,1,0,18829,7.2,18693,233,52,12,1,3,0,0,0,14688,6.6,15860,198,51,1
16,1,1,7,2,6,0,1,0,17082,7.0,18373,221,40,13,2,3,1,0,0,14866,6.6,16793,208,64,1
21,3,0,4,2,4,0,0,0,16523,7.2,18881,222,60,16,5,2,1,0,0,13931,6.6,17533,202,52,1
12,3,0,7,6,8,0,0,0,16417,6.6,16981,211,56,15,2,9,0,0,0,15860,6.8,15920,194,48,0
17,5,0,6,7,10,0,1,0,16027,6.6,16856,212,44,16,5,8,1,0,0,16204,6.4,16969,183,48,1
14,2,0,6,4,8,1,0,0,17081,7.2,18350,226,58,18,2,3,0,0,0,15020,6.8,17426,218,44,1
17,6,1,8,4,10,1,0,0,17496,7.2,18253,246,31,16,4,3,0,0,0,15483,7.0,18006,229,60,1
17,3,1,13,9,22,0,0,0,19542,7.0,17935,207,31,17,4,11,0,0,0,17461,7.0,17469,200,44,1
15,2,0,2,9,3,1,0,0,13986,6.4,16124,189,44,43,3,10,0,0,0,17232,7.0,18104,209,52,0
23,1,1,9,2,12,1,0,0,17913,7.4,19102,218,53,10,0,2,0,0,0,14460,6.8,17327,215,57,1
11,1,0,14,9,14,0,0,0,19170,7.0,18219,193,42,11,1,13,0,0,0,16108,6.2,15447,142,38,1
54,8,0,5,7,10,1,0,0,15844,6.6,16971,209,51,29,3,9,0,0,0,18114,7.2,19004,243,64,0
18,3,0,3,10,2,0,0,0,15142,6.8,16713,211,52,19,5,21,1,0,0,18249,6.8,18400,222,53,0
12,3,0,2,8,3,0,0,0,13337,6.0,14550,158,44,94,2,6,1,1,1,19072,7.6,20097,232,68,0
15,2,1,6,3,4,1,0,0,16980,7.0,18593,241,44,16,3,5,0,0,0,14338,6.6,17247,188,54,1
19,3,0,6,6,7,0,0,0,16302,7.0,18040,212,45,15,6,7,1,0,0,16207,6.8,17268,205,46,1
14,0,1,6,4,5,1,0,0,16073,6.8,17592,211,44,19,3,8,0,1,0,16041,6.2,16770,207,44,0
15,3,0,9,4,12,0,1,0,18710,7.6,20305,210,80,18,1,3,0,0,0,15243,6.4,16347,193,52,1
16,3,0,3,5,2,0,0,0,15631,7.2,18436,252,53,16,1,4,1,0,0,16335,7.4,19464,229,72,0
13,1,0,11,16,10,0,0,0,17901,6.8,16538,171,44,17,2,17,0,1,0,20430,7.0,18145,205,36,0
22,1,0,5,11,6,0,0,0,16190,7.0,17466,215,59,20,3,21,1,0,0,19721,7.2,19247,236,60,0
21,3,0,5,5,8,1,1,0,16709,7.0,18855,222,68,15,7,8,0,0,0,15981,6.8,16760,224,44,1
40,4,1,4,7,4,0,0,0,15280,6.6,16650,202,47,17,16,4,1,0,0,16050,7.2,18525,217,51,0
18,2,1,11,16,19,0,0,0,17198,6.4,15293,156,32,17,3,24,1,0,0,20028,6.8,17505,174,46,0
13,0,0,22,6,29,0,1,1,23205,7.0,17846,208,23,15,1,9,0,0,0,15605,6.4,15981,171,58,1
17,2,1,11,4,4,1,1,0,18271,7.2,20332,224,48,12,2,4,0,0,0,15396,6.8,17154,213,56,1
108,5,1,6,5,8,0,0,0,16620,7.0,17711,238,37,17,0,5,0,0,0,16259,7.0,18383,223,54,1
36,3,1,17,7,24,0,1,0,20182,7.6,20589,199,44,13,1,5,1,0,0,16778,7.0,17922,206,61,1
11,2,0,6,6,10,1,0,0,17173,7.2,18789,232,54,18,2,8,0,0,0,16787,7.2,18989,202,55,0
12,2,1,8,7,10,0,0,0,17946,7.2,18778,204,48,15,0,5,0,0,0,15545,6.8,18051,187,51,1
16,2,1,6,5,5,1,1,0,16555,6.8,18782,224,57,18,1,5,0,0,0,16566,7.4,18958,227,56,1
15,16,0,7,5,11,0,1,0,17297,6.8,17523,196,46,47,4,4,1,0,0,16163,6.6,17366,238,52,1
17,1,0,8,7,7,0,0,0,17908,7.2,19202,229,54,12,2,9,1,0,0,17255,7.2,18772,247,46,1
16,3,0,8,8,12,1,1,0,16367,6.6,16065,202,40,14,5,18,0,0,0,16216,6.2,14784,201,8,1
16,1,0,4,6,6,0,0,0,16040,7.0,17545,214,64,16,3,6,1,0,0,15931,6.8,17479,221,40,1
35,2,0,4,7,6,0,0,0,15074,6.8,17596,214,52,16,0,10,1,1,0,17128,7.0,18327,211,50,1
16,3,0,6,2,9,0,0,0,16627,7.0,18254,247,47,52,4,0,1,0,0,14728,6.8,17946,231,60,1
16,1,1,11,5,10,1,0,0,19245,7.6,20286,245,60,58,2,6,0,0,0,16137,6.8,17312,194,64,1
20,1,1,9,14,10,0,0,0,17155,6.6,16245,183,32,15,4,16,1,1,1,21628,7.0,19221,214,51,0
14,8,0,6,4,11,1,0,0,16538,7.2,18707,235,55,14,3,4,0,0,0,14953,6.6,17359,189,44,1
60,5,1,3,4,7,0,0,0,15029,6.6,16462,244,41,26,3,4,1,0,0,15058,6.8,17243,207,55,1
18,1,1,6,6,5,1,0,0,16196,7.2,18801,214,52,14,1,8,0,0,0,16221,6.8,17847,217,32,0
12,5,1,8,4,11,1,0,0,18320,7.0,18926,244,56,20,3,2,0,0,0,14859,6.6,16941,217,36,1
16,2,0,4,10,4,0,1,0,15651,7.0,17696,224,53,30,2,11,1,0,0,18350,7.4,20445,201,54,0
41,3,1,7,8,4,0,0,0,16667,7.4,18874,213,44,16,4,6,1,0,0,17359,7.4,19861,245,56,0
43,2,0,5,7,5,1,0,0,16028,7.0,18310,216,65,12,22,9,0,0,0,17465,7.0,19080,259,48,0
22,1,1,9,3,16,0,1,0,18741,7.2,19102,243,44,15,3,6,1,0,0,15294,6.8,17126,210,68,0
21,4,1,8,4,8,1,1,0,18230,7.4,20125,246,65,17,6,4,0,0,0,15603,7.0,18366,241,52,1
14,2,0,3,5,4,0,1,0,14814,6.8,16691,216,39,16,1,4,1,0,1,17896,6.8,18385,242,57,0
19,2,1,6,0,9,0,0,0,18307,7.4,19628,235,69,56,3,0,0,0,0,13280,6.4,16234,211,53,1
18,3,0,1,10,1,0,0,0,14666,6.2,16186,233,49,45,2,22,1,0,0,18146,7.0,17554,193,46,0
15,1,0,2,5,2,1,0,0,15281,6.8,17495,248,52,21,3,11,0,0,0,16482,6.8,18414,247,42,0
23,2,0,7,13,6,0,0,0,15898,5.8,14230,131,45,19,2,10,1,1,0,18685,6.8,18447,224,50,0
20,2,0,3,6,3,0,0,0,15373,7.2,18554,225,61,16,2,8,1,0,0,16364,7.2,18690,220,51,0
15,4,0,3,8,6,0,0,0,16621,6.6,17456,244,48,10,2,15,1,1,0,18736,6.8,17912,222,64,0
17,5,0,5,9,7,0,0,0,16103,6.6,17019,193,48,50,5,14,0,1,0,18522,7.0,18456,246,40,1
21,0,1,6,5,6,0,0,0,17467,7.0,18794,238,60,18,0,6,0,0,0,15332,6.8,16896,194,56,1
11,4,1,6,4,4,1,0,0,17361,7.2,19308,208,72,14,1,6,0,0,0,15691,6.8,17543,217,55,1
17,2,0,6,14,8,0,0,0,15729,6.6,16459,186,30,17,4,14,0,1,1,21559,7.4,20067,225,56,0
19,1,0,4,6,6,0,0,0,15540,6.8,17724,236,54,15,2,5,1,1,0,16008,7.0,18305,234,50,0
17,0,1,6,8,6,0,0,0,16273,7.0,17751,193,55,16,4,7,1,0,0,17388,7.2,18634,208,72,1
12,2,0,1,4,1,0,1,0,15710,6.8,18022,247,72,37,1,3,0,0,0,14559,6.0,16152,170,60,1
14,5,1,9,1,17,1,1,0,18070,7.2,19270,235,55,16,1,0,0,0,0,14242,6.6,16823,214,68,1
16,3,0,6,9,6,1,0,0,16654,7.0,18387,239,42,88,2,12,0,0,0,17613,7.0,19389,211,48,0
18,4,0,5,5,3,0,1,0,17048,7.2,18886,249,51,15,1,4,0,0,0,15711,7.0,18001,199,64,0
84,3,1,7,2,9,1,0,0,16683,7.2,19168,223,60,17,1,4,0,0,0,14855,6.8,17034,224,44,1
12,5,0,3,12,2,0,1,0,15111,6.8,17710,210,68,17,4,9,1,0,0,18731,7.2,20400,236,45,0
16,3,1,3,2,4,1,0,0,15496,6.6,16404,238,42,15,1,3,0,1,0,13937,6.6,16273,197,54,0
41,2,1,8,4,10,0,0,0,16929,7.0,18100,200,48,19,3,3,1,0,0,15795,6.6,16954,239,52,1
17,2,0,6,9,3,0,0,0,16331,7.0,18513,229,47,16,1,9,1,0,0,17412,7.2,19466,235,56,0
15,2,0,4,11,3,0,0,0,14956,6.4,16656,216,49,17,2,11,0,0,0,18488,7.2,18718,217,56,0
18,0,1,11,5,8,0,0,0,18956,7.2,19208,243,47,205,2,6,1,0,0,15541,6.8,17321,192,52,0
18,1,0,5,6,6,0,1,0,15987,7.0,17964,207,44,12,4,6,0,0,0,16142,7.0,18011,231,39,1
17,2,0,11,4,12,0,0,0,18173,7.0,18943,218,39,10,1,4,0,0,0,15137,6.8,16994,203,40,1
17,4,1,2,4,3,0,0,0,14615,7.0,18302,221,47,16,4,5,1,0,0,16145,7.4,19416,243,71,0
44,3,1,7,5,4,1,0,0,16749,7.0,18142,192,60,13,2,8,0,0,0,15773,6.6,15885,209,35,1
38,2,1,4,7,5,0,0,0,15346,6.6,17250,212,47,16,5,7,1,0,0,17284,7.0,18423,225,64,0
13,1,0,3,5,3,0,0,0,14622,7.2,18174,206,62,16,2,3,1,0,0,16189,7.2,18887,237,52,0
18,5,0,9,12,5,0,0,0,17484,7.2,18682,222,52,16,5,13,1,0,0,18462,7.0,19217,213,49,1
16,2,0,3,7,5,0,0,0,15442,6.6,17224,237,47,20,4,10,1,0,0,17551,7.2,18699,233,50,0
19,7,0,3,4,5,0,0,0,15347,6.8,17612,243,48,14,2,3,1,0,0,16051,6.8,17805,220,60,0
17,5,0,3,10,3,0,0,0,14635,6.6,16718,202,41,16,3,10,1,0,0,18344,6.8,17735,231,39,0
18,3,1,10,6,7,1,0,0,18302,7.2,18149,215,40,15,4,4,0,1,0,15685,6.8,16977,178,63,0
16,3,1,5,9,4,0,0,0,14987,6.6,15728,199,43,15,3,16,1,0,0,16900,6.6,16961,202,44,0
32,4,0,3,10,3,0,0,0,15067,6.6,15937,186,39,21,1,11,1,0,0,18035,7.4,19273,214,57,0
28,3,1,2,6,2,0,1,0,14896,6.8,17066,205,48,42,2,7,1,0,0,16139,6.6,17701,195,60,0
19,3,1,13,7,13,1,0,0,19161,7.0,18599,232,40,15,4,3,0,0,0,16378,6.8,16231,195,40,1
17,5,1,7,4,6,0,1,0,16460,7.0,18260,241,51,17,4,0,1,0,0,14899,7.2,18347,197,77,0
12,6,0,6,1,10,0,0,0,16702,7.2,18943,234,56,20,2,1,1,0,0,14834,7.0,17902,230,60,1
39,1,0,7,6,6,0,0,0,17605,7.4,19964,254,64,17,2,3,1,0,0,16041,7.2,19296,214,44,1
18,4,1,5,12,1,0,0,0,15217,6.4,16160,193,39,26,5,10,1,0,0,19416,7.2,19736,270,48,0
18,4,0,8,2,10,0,1,1,18656,7.2,19071,229,45,37,3,2,0,0,0,14895,6.6,17802,241,52,1
14,1,1,2,5,2,0,0,0,14985,7.0,17710,224,60,14,2,5,1,0,0,16507,7.2,19147,253,56,0
17,4,1,11,7,10,0,0,0,19008,7.6,19915,235,42,13,3,6,1,0,0,16245,7.0,17896,216,43,1
39,3,0,1,2,0,1,0,0,14645,7.2,18690,256,52,49,3,2,0,1,0,16022,7.2,18870,289,56,1
35,0,0,3,6,4,1,0,0,14798,6.8,16659,179,54,14,0,7,0,0,0,17200,6.8,18416,227,52,1
12,2,1,7,8,5,1,0,0,15810,6.6,16837,193,48,12,0,5,0,0,1,17115,7.2,18860,189,62,0
13,1,1,4,8,8,0,0,0,15352,6.4,15672,193,46,15,1,13,1,0,0,17054,6.6,17162,191,44,1
14,4,1,8,1,9,0,1,0,17887,7.2,19263,221,56,19,3,1,0,0,0,13297,6.4,15582,213,40,1
13,3,0,4,7,5,0,0,0,15614,7.0,17578,241,53,32,3,9,1,0,0,16430,6.8,17406,234,38,0
15,0,0,6,6,5,0,0,0,16507,7.0,18941,216,65,39,1,6,0,0,0,16028,7.2,18591,212,52,1
40,4,0,4,1,13,1,1,0,16047,7.0,18644,244,48,13,6,1,0,0,0,14071,6.8,16866,222,44,1
12,3,0,4,7,3,0,1,1,16359,6.8,17785,229,43,27,4,7,1,0,0,17471,6.8,17826,208,56,1
16,3,0,3,6,2,0,0,0,15731,6.6,17150,251,42,20,1,9,1,0,0,16788,7.2,18948,220,64,0
18,7,1,8,6,8,1,0,0,17505,7.2,19310,223,59,17,2,7,0,0,0,16719,6.6,17422,220,44,1
17,1,1,10,7,13,1,0,0,17545,6.8,17316,179,55,39,3,9,0,0,0,17825,6.8,18068,217,61,0
14,2,1,3,8,6,0,0,0,15193,6.8,17054,232,57,16,0,2,1,0,0,17003,7.0,19715,235,65,0
18,5,0,5,8,5,1,0,0,15359,6.8,17087,197,64,18,2,11,0,0,0,17398,7.2,17571,230,44,1
15,1,0,7,10,11,0,0,0,15723,6.4,15809,159,44,17,0,13,0,1,1,20030,7.0,18069,253,40,0
10,0,0,3,5,8,0,0,0,14759,6.8,17310,194,56,13,1,7,1,0,0,16153,6.8,17899,246,44,0
13,6,1,2,5,2,1,0,0,14514,7.0,17851,211,63,39,2,1,0,0,0,15900,6.8,18301,242,55,0
17,1,1,8,4,9,1,0,0,17773,7.0,19376,235,56,36,1,4,0,0,0,14875,7.0,17435,181,57,1
13,2,1,5,7,6,0,0,0,15747,6.8,17503,192,41,14,2,6,1,0,0,16870,7.0,18733,227,59,0
10,3,0,4,8,5,0,0,0,14689,6.6,16546,174,55,19,0,4,1,1,1,18549,7.2,18265,253,42,1
18,1,0,3,7,2,0,0,0,14011,6.4,15027,197,33,15,1,6,1,0,1,18054,7.2,19169,207,51,0
77,3,1,8,11,12,0,1,0,16842,6.4,16280,210,28,39,1,13,1,0,0,18567,7.0,18544,192,56,0
16,2,0,4,5,7,0,0,0,16152,7.0,17881,260,44,16,4,7,1,1,0,16580,7.2,18313,238,56,1
37,2,0,5,4,4,0,0,0,16273,7.2,19371,241,48,14,1,3,1,0,0,15112,6.6,16984,224,44,0
15,3,0,3,5,3,1,0,0,15809,6.8,17675,214,63,17,2,8,0,1,0,17271,7.4,19508,232,56,0
19,4,1,3,2,2,0,0,0,15391,6.6,17387,232,41,17,3,1,1,0,0,14048,6.4,16298,218,48,1
19,3,1,12,6,16,1,1,0,18021,7.2,18556,202,37,16,5,10,0,0,0,16648,6.4,16790,200,43,1
17,2,1,6,7,5,1,0,0,16230,6.8,17203,190,59,16,1,12,0,0,0,16956,7.2,18452,230,53,1
12,3,0,4,7,2,0,0,0,15125,6.8,17217,223,56,18,4,8,1,1,1,18471,7.2,18902,219,54,0
14,3,1,7,5,9,0,0,0,16655,7.2,18948,208,50,34,1,6,1,1,0,15864,6.8,17884,212,58,0
15,2,0,5,14,3,0,0,0,15424,6.8,17248,191,35,15,4,13,1,1,0,20009,7.4,20373,228,56,0
18,1,1,10,4,6,1,1,0,18288,7.6,20765,234,68,14,1,5,0,0,0,15104,6.8,16891,209,54,1
17,2,0,8,7,8,0,0,0,16585,7.0,18064,207,54,13,2,4,0,0,0,17212,7.2,19062,222,64,0
12,3,1,12,3,15,1,1,1,20668,7.6,20383,234,52,15,1,6,0,0,0,14901,6.8,17017,183,71,0
37,5,1,7,4,10,0,0,0,17053,7.0,17515,219,50,17,1,5,1,1,0,15927,6.8,17444,217,49,1
11,6,0,12,6,14,1,0,0,18228,7.2,19302,196,55,19,1,5,0,0,0,15334,6.6,17005,192,44,1
17,4,0,3,4,1,1,0,0,14507,6.6,17455,207,69,17,4,4,0,0,0,15392,6.8,17275,206,51,1
16,2,1,9,8,7,0,1,0,17347,7.0,18573,202,62,13,5,11,1,0,1,18491,7.0,18093,199,45,0
17,2,0,6,4,7,1,0,0,16057,7.0,17977,231,44,16,2,7,0,1,0,15885,7.0,18255,242,56,1
19,2,1,8,7,8,0,0,0,17012,6.8,17394,204,55,18,1,8,1,0,0,18004,6.8,17884,240,46,1
28,6,0,14,6,22,0,0,0,19890,6.8,17275,174,46,16,2,6,1,0,0,15489,6.2,15090,204,36,1
22,2,0,6,6,4,0,0,0,15570,7.0,17682,180,49,14,4,5,1,0,0,15797,6.6,16759,227,36,1
15,1,1,3,4,2,1,0,0,16120,6.8,17683,223,56,13,2,3,0,0,0,14949,7.2,18823,207,46,1
10,2,1,7,8,9,0,0,0,17371,7.0,18243,227,41,19,2,9,1,0,0,17421,6.8,17680,222,56,1
15,14,0,1,2,1,1,0,0,14471,6.8,17810,241,55,39,4,2,0,0,0,14826,7.2,18210,232,56,0
73,3,1,9,13,15,0,0,0,16300,5.8,13423,141,29,14,2,18,1,0,0,19473,7.0,17773,207,46,0
40,4,0,6,6,4,0,0,0,15823,7.0,18209,214,52,17,3,8,1,0,0,17305,6.8,17953,247,62,0
39,1,0,7,14,5,0,0,0,16190,6.6,16496,207,34,17,5,16,0,0,0,18492,6.6,17493,173,52,0
16,6,0,5,6,5,0,0,0,16571,7.2,19112,212,66,19,3,7,1,1,0,17099,6.6,17356,210,49,1
17,1,1,8,3,7,1,0,0,18363,7.2,20337,233,68,15,3,2,0,0,0,13856,6.6,16258,194,44,1
17,2,0,11,11,8,1,0,0,17373,6.6,16452,178,41,14,0,8,0,0,0,19141,7.2,18682,198,41,0
34,6,0,4,11,7,0,0,0,15790,6.8,17533,208,47,24,10,13,0,0,0,18668,7.0,18717,234,44,1
14,1,1,11,3,14,1,0,1,19278,7.4,19529,226,42,14,2,3,0,0,0,15048,6.4,16320,186,66,1
46,3,0,10,6,11,0,0,0,18582,7.4,19549,222,51,42,17,8,0,1,0,16352,6.8,17437,196,43,1
14,3,0,5,8,8,1,0,0,17160,7.2,19481,245,64,15,1,12,0,0,0,17472,7.2,19444,231,60,0
16,2,0,1,2,1,1,0,0,14314,7.0,17525,244,49,11,2,1,0,0,0,14255,6.8,17448,224,49,1
14,0,1,5,7,5,0,1,0,15135,6.6,17507,176,68,12,3,9,1,0,0,17632,7.2,18883,231,68,1
13,3,1,11,4,17,1,0,0,18456,7.2,19034,214,60,49,0,7,0,0,0,15732,6.6,16864,218,61,1
43,4,1,4,3,2,0,1,1,16233,6.8,17972,210,52,15,4,3,0,0,0,14829,6.8,16686,209,51,1
17,2,1,5,5,4,0,0,0,16092,6.8,18020,222,47,15,0,7,1,0,0,15830,6.8,17409,191,62,1
13,2,1,10,8,10,0,0,0,17692,7.2,18587,203,63,12,1,10,1,0,0,16674,6.8,17268,201,38,1
69,3,0,10,5,19,1,0,0,18625,7.0,18540,231,39,14,3,5,0,1,0,15424,6.8,16540,191,60,1
13,0,1,11,5,11,1,1,0,19181,7.4,19634,247,50,12,2,10,0,0,0,16028,6.6,16438,185,61,1
17,2,0,8,5,10,0,1,0,17812,7.0,19113,234,41,13,3,4,1,0,0,15258,6.6,17067,212,35,0
14,0,0,4,7,1,0,0,0,14924,6.8,17139,207,56,54,0,5,1,0,1,17535,7.0,18514,218,65,1
16,2,0,4,7,4,0,0,0,16216,7.0,17978,233,40,86,5,8,0,1,0,17088,7.0,18410,213,53,0
16,5,1,9,3,10,1,1,0,18293,7.2,19981,240,59,11,3,3,0,0,0,14602,7.0,17176,186,51,1
13,2,0,3,3,2,1,0,0,15188,7.0,17748,236,57,14,1,3,0,0,0,15136,6.6,16712,214,55,1
13,1,0,3,6,4,0,0,0,14907,6.6,17149,226,32,17,0,5,0,0,0,17249,7.2,19131,262,51,0
14,4,1,7,11,5,0,0,0,16308,6.8,17166,195,42,17,2,10,1,0,0,18211,7.2,18564,214,36,0
14,3,1,10,4,12,1,0,0,19017,7.2,19432,240,54,15,5,4,0,0,0,13900,6.4,15306,193,34,1
19,3,0,5,4,6,0,0,0,15865,6.8,16893,208,43,17,5,3,1,0,0,16345,6.6,17938,226,57,1
